(1, 1, 0, 0),
(2, 1, 0, 0),
(3, 1, 0, 0),
(4, 1, 0, 0),
(5, 1, 0, 0),
(6, 1, 0, 0),
(7, 1, 0, 0),
(8, 1, 0, 0),
(9, 1, 0, 0),
(10, 1, 0, 0),
(11, 1, 0, 0),
(12, 1, 0, 0),
(13, 1, 0, 0),
(14, 1, 0, 0),
(15, 1, 0, 0),
(16, 1, 0, 0),
(17, 1, 0, 0),
(18, 1, 0, 0),
(19, 1, 0, 0),
(20, 1, 0, 0),
(21, 1, 0, 0),
(22, 1, 0, 0),
(23, 1, 0, 0),
(24, 1, 0, 0),
(25, 1, 0, 0),
(26, 1, 0, 0),
(27, 1, 0, 0),
(28, 1, 0, 0),
(29, 1, 0, 0),
(30, 1, 0, 0),
(31, 1, 0, 0),
(32, 1, 0, 0),
(33, 1, 0, 0),
(34, 1, 0, 0),
(35, 1, 0, 0),
(36, 1, 0, 0),
(37, 1, 0, 0),
(38, 1, 0, 0),
(39, 1, 0, 0),
(40, 1, 0, 0),
(41, 1, 0, 0),
(42, 1, 0, 0),
(43, 1, 0, 0),
(44, 1, 0, 0),
(45, 1, 0, 0),
(46, 1, 0, 0),
(47, 1, 0, 0),
(48, 1, 0, 0),
(49, 1, 0, 0),
(50, 1, 0, 0),
(51, 1, 0, 0),
(52, 1, 0, 0),
(53, 2, 0, 0),
(54, 2, 0, 0),
(55, 2, 0, 0),
(56, 2, 0, 0),
(57, 2, 0, 0),
(58, 2, 0, 0),
(59, 2, 0, 0),
(60, 2, 0, 0),
(61, 2, 0, 0),
(62, 2, 0, 0),
(63, 2, 0, 0),
(64, 2, 0, 0),
(65, 2, 0, 0),
(66, 2, 0, 0),
(67, 2, 0, 0),
(68, 2, 0, 0),
(69, 2, 0, 0),
(70, 2, 0, 0),
(71, 2, 0, 0),
(72, 2, 0, 0),
(73, 2, 0, 0),
(74, 2, 0, 0),
(75, 2, 0, 0),
(76, 2, 0, 0),
(77, 2, 0, 0),
(78, 2, 0, 0),
(79, 2, 0, 0),
(80, 2, 0, 0),
(81, 2, 0, 0),
(82, 2, 0, 0),
(83, 2, 0, 0),
(84, 2, 0, 0),
(85, 2, 0, 0),
(86, 2, 0, 0),
(87, 2, 0, 0),
(88, 2, 0, 0),
(89, 2, 0, 0),
(90, 2, 0, 0),
(91, 2, 0, 0),
(92, 2, 0, 0),
(93, 2, 0, 0),
(94, 2, 0, 0),
(95, 2, 0, 0),
(96, 2, 0, 0),
(97, 2, 0, 0),
(98, 2, 0, 0),
(99, 2, 0, 0),
(100, 2, 0, 0),
(101, 2, 0, 0),
(102, 2, 0, 0),
(103, 3, 0, 0),
(104, 3, 0, 0),
(105, 3, 0, 0),
(106, 3, 0, 0),
(107, 3, 0, 0),
(108, 3, 0, 0),
(109, 3, 0, 0),
(110, 3, 0, 0),
(111, 3, 0, 0),
(112, 3, 0, 0),
(113, 3, 0, 0),
(114, 3, 0, 0),
(115, 3, 0, 0),
(116, 3, 0, 0),
(117, 3, 0, 0),
(118, 3, 0, 0),
(119, 3, 0, 0),
(120, 3, 0, 0),
(121, 3, 0, 0),
(122, 3, 0, 0),
(123, 3, 0, 0),
(124, 3, 0, 0),
(125, 3, 0, 0),
(126, 3, 0, 0),
(127, 3, 0, 0),
(128, 3, 0, 0),
(129, 3, 0, 0),
(130, 3, 0, 0),
(131, 3, 0, 0),
(132, 3, 0, 0),
(133, 3, 0, 0),
(134, 3, 0, 0),
(135, 3, 0, 0),
(136, 3, 0, 0),
(137, 3, 0, 0),
(138, 3, 0, 0),
(139, 3, 0, 0),
(140, 3, 9, 0),
(141, 3, 0, 0),
(142, 3, 0, 0),
(143, 3, 0, 0),
(144, 3, 0, 0),
(145, 3, 0, 0),
(146, 3, 0, 0),
(147, 3, 0, 0),
(148, 3, 0, 0),
(149, 3, 0, 0),
(150, 3, 0, 0),
(151, 3, 0, 0),
(152, 3, 9, 0),
(153, 3, 0, 0),
(154, 3, 0, 0),
(155, 3, 0, 6),
(156, 3, 0, 6),
(157, 3, 0, 6),
(158, 3, 0, 6),
(159, 3, 0, 6),
(160, 3, 0, 0),
(161, 3, 0, 0),
(162, 3, 0, 0),
(163, 3, 0, 0),
(164, 3, 0, 0),
(165, 3, 0, 0),
(166, 3, 0, 0),
(167, 3, 0, 0),
(168, 3, 0, 0),
(169, 3, 0, 0),
(170, 3, 0, 0),
(171, 3, 0, 0),
(172, 3, 0, 0),
(173, 3, 0, 0),
(174, 3, 0, 0),
(175, 3, 0, 6),
(176, 3, 0, 6),
(177, 3, 0, 6),
(178, 3, 0, 0),
(179, 3, 0, 0),
(180, 3, 0, 0),
(181, 3, 0, 0),
(182, 3, 0, 0),
(183, 3, 0, 0),
(184, 3, 9, 0),
(185, 3, 0, 0),
(186, 3, 0, 0),
(187, 4, 0, 0),
(188, 4, 0, 0),
(189, 4, 0, 0),
(190, 4, 0, 0),
(191, 4, 0, 0),
(192, 4, 0, 0),
(193, 4, 0, 0),
(194, 4, 0, 0),
(195, 4, 0, 0),
(196, 4, 0, 0),
(197, 4, 0, 0),
(198, 4, 0, 0),
(199, 4, 0, 0),
(200, 4, 0, 0),
(201, 4, 0, 0),
(202, 4, 0, 0),
(203, 4, 0, 0),
(204, 4, 0, 0),
(205, 4, 0, 0),
(206, 4, 0, 0),
(207, 4, 0, 0),
(208, 4, 0, 0),
(209, 4, 0, 0),
(210, 4, 0, 0),
(211, 4, 0, 0),
(212, 4, 0, 0),
(213, 4, 0, 0),
(214, 4, 0, 0),
(215, 4, 0, 0),
(216, 4, 0, 0),
(217, 4, 0, 0),
(218, 4, 0, 0),
(219, 4, 0, 0),
(220, 4, 14, 0),
(221, 4, 0, 0),
(222, 4, 0, 0),
(223, 4, 0, 0),
(224, 4, 0, 0),
(225, 4, 0, 0),
(226, 4, 0, 0),
(227, 4, 0, 0),
(228, 4, 0, 0),
(229, 4, 0, 0),
(230, 4, 0, 0),
(231, 4, 0, 0),
(232, 4, 0, 0),
(233, 4, 0, 0),
(234, 4, 0, 0),
(235, 4, 0, 0),
(236, 4, 0, 0),
(237, 4, 0, 0),
(238, 4, 0, 0),
(239, 4, 0, 0),
(240, 4, 0, 0),
(241, 4, 0, 0),
(242, 4, 0, 0),
(243, 4, 0, 0),
(244, 4, 0, 0),
(245, 4, 0, 0),
(246, 4, 0, 0),
(247, 4, 0, 0),
(248, 4, 0, 0),
(249, 4, 0, 0),
(250, 4, 0, 0),
(251, 4, 0, 0),
(252, 4, 0, 0),
(253, 4, 0, 0),
(254, 4, 0, 0),
(255, 4, 0, 0),
(256, 4, 0, 0),
(257, 4, 0, 0),
(258, 4, 0, 0),
